J73A  ,  48.7677, -126.1925,  -143.3, OBS ,  SIO, 0,  188.3,  8.59, jdf, 1,  6.00, 1506.33
J73C  ,  48.7679, -126.1926,  -133.0, OBS ,  SIO, 0,  188.2,  8.59, jdf, 3,  6.00, -999.00
M01A  ,  49.1504, -126.7221,  -132.9, OBS ,  SIO, 0,  138.9,  7.34, jdf, 1,  6.00, -999.00
M01C_O,  49.1504, -126.7222,  -138.0, OBS ,  SIO, 0,  138.9,  7.34, jdf, 3,  6.00, 1642.31
M02A  ,  48.3070, -125.6004,  -139.0, OBS ,  SIO, 0,  244.3,  9.86, jdf, 1,  6.00, -999.00
M02C_O,  48.3069, -125.6012,  -141.0, OBS ,     , 0,  244.3,  9.85, jdf, 0,  6.00, 614.85
M03A  ,  47.8883, -126.1040, -1818.0, OBS , LDEO, 0,  219.6,  8.19, jdf, 1,  6.00, 642.73
M03C_O,  47.8884, -126.1046, -1839.0, OBS ,  SIO, 0,  219.5,  8.19, jdf, 3,  6.00, 644.14
M04A  ,  47.5581, -125.1922,  -563.4, OBS ,  SIO, 0,  295.2,  9.89, jdf, 1,  6.00, 148.05
M04C_O,  45.5584, -125.1923,  -570.0, OBS ,     , 0,  351.8,  9.51, jdf, 0,  6.00, 134.47
M05A  ,  46.1735, -124.9346,  -828.2, OBS ,  SIO, 0,  353.1,  9.82, jdf, 1,  6.00, 103.97
M05C_O,  46.1735, -124.9345,  -837.0, OBS ,  SIO, 0,  353.1,  9.82, jdf, 3,  6.00, 103.99
M06A  ,  45.5295, -124.9268, -1439.0, OBS , LDEO, 0,  371.9,  9.72, jdf, 1,  6.00, 143.55
M06C_O,  45.5287, -124.9261, -1460.0, OBS , LDEO, 0,  372.0,  9.72, jdf, 3,  6.00, 143.82
M07A_O,  44.8987, -125.1168, -1356.5, OBS ,  SIO, 0,  376.0,  9.59, jdf, 1,  6.00, 304.16
M07C  ,  44.8988, -125.1168, -1365.0, OBS ,  SIO, 0,  376.0,  9.59, jdf, 3,  6.00, 304.12
M08A_O,  44.1187, -124.8953,  -126.4, OBS ,  SIO, 0,  414.2,  9.52, jdf, 1,  6.00, 330.67
